Item	workerid	Rating	Partitive	StrengthSome	Mention	Subjecthood	Modification	Sentence	SentenceLength	Trial
163367:85	19	1	no	6.3	new	other	modified	but i think it's got a little more relevance since they are around dangerous equipment and things like that and do have  to exercise some quick judgment in the field.	31	4
134426:32	22	2	no	6.4	med	other	modified	and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.	19	5
134426:32	25	7	no	6.4	med	other	modified	and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.	19	5
134426:32	33	1	no	6.4	med	other	modified	and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.	19	5
134426:32	9	5	no	6.4	med	other	modified	and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.	19	5
134426:32	18	6	no	6.4	med	other	modified	and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.	19	5
134426:32	26	5	no	6.4	med	other	modified	and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.	19	5
134426:32	10	1	no	6.4	med	other	modified	and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.	19	5
134426:32	30	2	no	6.4	med	other	modified	and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.	19	5
134426:32	3	1	no	6.4	med	other	modified	and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.	19	5
134426:32	20	7	no	6.4	med	other	modified	and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.	19	5
53223:87	16	2	no	6.3	med	other	unmodified	i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .	25	5
53223:87	11	3	no	6.3	med	other	unmodified	i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .	25	5
53223:87	7	4	no	6.3	med	other	unmodified	i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .	25	5
53223:87	12	1	no	6.3	med	other	unmodified	i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .	25	5
53223:87	24	1	no	6.3	med	other	unmodified	i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .	25	5
53223:87	32	1	no	6.3	med	other	unmodified	i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .	25	5
53223:87	10	1	no	6.3	med	other	unmodified	i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .	25	5
53223:87	30	1	no	6.3	med	other	unmodified	i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .	25	5
53223:87	5	1	no	6.3	med	other	unmodified	i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .	25	5
53223:87	17	5	no	6.3	med	other	unmodified	i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .	25	5
36420:35	4	7	yes	4	med	other	modified	we've, uh, just save the fees and buy some of our own equipment.	13	5
36420:35	13	1	yes	4	med	other	modified	we've, uh, just save the fees and buy some of our own equipment.	13	5
36420:35	22	5	yes	4	med	other	modified	we've, uh, just save the fees and buy some of our own equipment.	13	5
36420:35	26	6	yes	4	med	other	modified	we've, uh, just save the fees and buy some of our own equipment.	13	5
36420:35	10	6	yes	4	med	other	modified	we've, uh, just save the fees and buy some of our own equipment.	13	5
36420:35	30	7	yes	4	med	other	modified	we've, uh, just save the fees and buy some of our own equipment.	13	5
36420:35	5	7	yes	4	med	other	modified	we've, uh, just save the fees and buy some of our own equipment.	13	5
36420:35	2	5	yes	4	med	other	modified	we've, uh, just save the fees and buy some of our own equipment.	13	5
36420:35	23	4	yes	4	med	other	modified	we've, uh, just save the fees and buy some of our own equipment.	13	5
36420:35	27	5	yes	4	med	other	modified	we've, uh, just save the fees and buy some of our own equipment.	13	5
95199:151	4	1	no	6.1	med	other	modified	but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.	43	5
95199:151	14	1	no	6.1	med	other	modified	but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.	43	5
95199:151	22	1	no	6.1	med	other	modified	but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.	43	5
95199:151	15	2	no	6.1	med	other	modified	but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.	43	5
95199:151	10	1	no	6.1	med	other	modified	but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.	43	5
95199:151	30	7	no	6.1	med	other	modified	but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.	43	5
95199:151	31	3	no	6.1	med	other	modified	but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.	43	5
95199:151	1	1	no	6.1	med	other	modified	but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.	43	5
95199:151	29	2	no	6.1	med	other	modified	but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.	43	5
95199:151	21	6	no	6.1	med	other	modified	but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.	43	5
114255:29	4	1	no	6.6	new	other	unmodified	um, uh, i think there's some problems,	7	5
114255:29	8	5	no	6.6	new	other	unmodified	um, uh, i think there's some problems,	7	5
114255:29	22	1	no	6.6	new	other	unmodified	um, uh, i think there's some problems,	7	5
114255:29	28	4	no	6.6	new	other	unmodified	um, uh, i think there's some problems,	7	5
114255:29	26	3	no	6.6	new	other	unmodified	um, uh, i think there's some problems,	7	5
114255:29	6	2	no	6.6	new	other	unmodified	um, uh, i think there's some problems,	7	5
114255:29	10	1	no	6.6	new	other	unmodified	um, uh, i think there's some problems,	7	5
114255:29	30	6	no	6.6	new	other	unmodified	um, uh, i think there's some problems,	7	5
114255:29	5	1	no	6.6	new	other	unmodified	um, uh, i think there's some problems,	7	5
114255:29	19	1	no	6.6	new	other	unmodified	um, uh, i think there's some problems,	7	5
140052:14	22	1	no	6.9	new	other	unmodified	but my son needed some money,	6	6
140052:14	25	7	no	6.9	new	other	unmodified	but my son needed some money,	6	6
140052:14	33	1	no	6.9	new	other	unmodified	but my son needed some money,	6	6
140052:14	9	2	no	6.9	new	other	unmodified	but my son needed some money,	6	6
140052:14	18	5	no	6.9	new	other	unmodified	but my son needed some money,	6	6
140052:14	26	2	no	6.9	new	other	unmodified	but my son needed some money,	6	6
140052:14	10	1	no	6.9	new	other	unmodified	but my son needed some money,	6	6
140052:14	30	6	no	6.9	new	other	unmodified	but my son needed some money,	6	6
140052:14	3	1	no	6.9	new	other	unmodified	but my son needed some money,	6	6
140052:14	20	5	no	6.9	new	other	unmodified	but my son needed some money,	6	6
155121:37	16	5	no	6.4	new	other	unmodified	uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.	18	6
155121:37	11	2	no	6.4	new	other	unmodified	uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.	18	6
155121:37	7	7	no	6.4	new	other	unmodified	uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.	18	6
155121:37	12	3	no	6.4	new	other	unmodified	uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.	18	6
155121:37	24	6	no	6.4	new	other	unmodified	uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.	18	6
155121:37	32	3	no	6.4	new	other	unmodified	uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.	18	6
155121:37	10	1	no	6.4	new	other	unmodified	uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.	18	6
155121:37	30	7	no	6.4	new	other	unmodified	uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.	18	6
155121:37	5	1	no	6.4	new	other	unmodified	uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.	18	6
155121:37	17	4	no	6.4	new	other	unmodified	uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.	18	6
56319:15	4	5	no	6.4	med	other	modified	and i shred up some just regular white cheese.	9	6
56319:15	13	2	no	6.4	med	other	modified	and i shred up some just regular white cheese.	9	6
