Time,Participant,Condition,Item,Response.orig,Response,RT,Weaker,Stronger,Sentence frame,scalar_construction,scalar_construction_prefix
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,5,No.,0,4487,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,5,No.,0,3026,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,5,No.,0,2616,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,5,No.,0,3384,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,5,No.,0,6243,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,5,Yes.,1,4391,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,5,No.,0,3322,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,5,No.,0,4187,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,5,No.,0,3200,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,5,No.,0,3955,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,5,No.,0,7489,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,5,No.,0,1601,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,5,No.,0,3487,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,5,No.,0,3338,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,5,No.,0,3548,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,5,No.,0,2677,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,5,No.,0,7191,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,5,No.,0,4433,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,5,No.,0,4761,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,5,No.,0,5080,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,5,No.,0,4111,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,5,No.,0,2854,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,5,Yes.,1,5842,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,5,No.,0,1860,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,5,No.,0,4788,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,5,No.,0,4736,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,5,No.,0,3380,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,5,No.,0,5824,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,5,No.,0,2284,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,5,No.,0,9360,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,5,No.,0,25503,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,5,No.,0,6504,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,5,No.,0,9016,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,5,No.,0,4394,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,5,No.,0,5047,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,5,No.,0,3308,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,5,No.,0,2690,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,5,No.,0,6740,big,enormous,The elephant is big.,"The elephant is big, but not enormous.","The elephant is big, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,6,No.,0,3155,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,6,No.,0,1705,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,6,Yes.,1,3589,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,6,Yes.,1,5493,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,6,No.,0,1993,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,6,Yes.,1,3301,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,6,Yes.,1,6444,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,6,No.,0,59907,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,6,No.,0,2395,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,6,No.,0,2828,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,6,No.,0,3657,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,6,Yes.,1,2638,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,6,Yes.,1,5569,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,6,No.,0,5357,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,6,No.,0,2548,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,6,No.,0,7224,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,6,No.,0,2324,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,6,No.,0,6250,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,6,No.,0,5448,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,6,Yes.,1,4469,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,6,No.,0,9600,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,6,Yes.,1,4155,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,6,Yes.,1,3729,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,6,No.,0,3990,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,6,Yes.,1,3160,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,6,No.,0,1929,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,6,No.,0,4727,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,6,No.,0,5349,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,6,Yes.,1,4704,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,6,No.,0,11639,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,6,No.,0,2418,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,6,Yes.,1,2299,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,6,No.,0,4106,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,6,Yes.,1,58443,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,6,Yes.,1,4128,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,6,Yes.,1,3898,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,6,No.,0,4272,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,6,No.,0,9135,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,6,Yes.,1,2467,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,6,Yes.,1,16441,cool,cold,The weather is cool.,"The weather is cool, but not cold.","The weather is cool, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,7,No.,0,15453,damage,destroy,The machine might damage itself.,"The machine might damage itself, but not destroy.","The machine might damage itself, but not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,7,No.,0,6020,damage,destroy,The machine might damage itself.,"The machine might damage itself, but not destroy.","The machine might damage itself, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,7,Yes.,1,11136,damage,destroy,The machine might damage itself.,"The machine might damage itself, but not destroy.","The machine might damage itself, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,7,No.,0,4776,damage,destroy,The machine might damage itself.,"The machine might damage itself, but not destroy.","The machine might damage itself, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,7,Yes.,1,3810,damage,destroy,The machine might damage itself.,"The machine might damage itself, but not destroy.","The machine might damage itself, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,7,No.,0,6403,damage,destroy,The machine might damage itself.,"The machine might damage itself, but not destroy.","The machine might damage itself, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,7,No.,0,6103,damage,destroy,The machine might damage itself.,"The machine might damage itself, but not destroy.","The machine might damage itself, but not "
